Subject,IQ79,Ethnicity,Gender,Employment79,FamilySize79,AFQT '80,AFQT '89,AFQT '06,Income84,FamilySize86,FamilySize90,Employment90,Income94,FamilySize96,FamilySize00,Income04,Income06,FamilySize06,Employment06,Income10,Income12,FamilySize12
44,102.0,3,2,5,4,42.0,37.0,37061.0,1200,4,4,4,-5.0,4,4,0.0,7200.0,2,1,29120.0,-2.0,2
45,97.0,3,1,3,3,43.0,49.0,50629.0,16500,1,2,1,20000.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
46,,3,2,1,3,58.0,63.0,78095.0,-3,1,2,1,36000.0,3,4,35000.0,42000.0,4,1,-5.0,-5.0,-5
47,,3,1,1,3,78.0,77.0,75473.0,10000,3,1,1,43000.0,1,1,42000.0,66309.0,1,1,68000.0,75000.0,2
48,99.0,3,1,1,2,36.0,32.0,24806.0,-5,-5,-5,-5,-3.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
49,98.0,3,2,1,2,81.0,66.0,71226.0,9089,3,4,1,23940.0,4,4,39900.0,34000.0,3,1,55000.0,73000.0,3
50,,3,2,1,4,87.0,79.0,78742.0,14500,2,4,1,3120.0,5,5,30000.0,0.0,4,1,49500.0,55000.0,4
51,,3,1,1,4,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
52,,3,1,1,1,89.0,86.0,69080.0,25000,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,343830.0,1
53,,1,1,5,7,38.0,41.0,43641.0,400,6,1,7,-3.0,1,1,0.0,325.0,1,1,6000.0,0.0,1
54,,3,1,1,2,,,,18000,4,4,1,-5.0,3,3,-5.0,-5.0,-5,-5,40000.0,-5.0,-5
55,,3,1,7,4,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
56,,3,2,5,4,44.0,56.0,76020.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
57,,3,2,3,2,38.0,38.0,30830.0,10500,2,2,1,22000.0,3,4,9000.0,12000.0,4,1,61000.0,30000.0,3
58,,3,2,1,5,96.0,87.0,91625.0,12600,4,5,1,33200.0,5,5,54000.0,55500.0,3,1,97000.0,112.0,3
59,,3,1,1,5,96.0,97.0,98841.0,16000,3,2,1,29000.0,2,2,44000.0,-2.0,2,1,45200.0,45000.0,2
60,,3,1,1,5,68.0,75.0,82980.0,25000,1,1,1,65000.0,4,5,-5.0,-5.0,-5,-5,-5.0,104000.0,3
61,,3,2,1,4,99.0,99.0,99150.0,5000,2,2,1,28000.0,4,4,55500.0,63000.0,5,1,0.0,0.0,4
62,,3,2,5,4,30.0,31.0,36384.0,8000,3,1,1,27810.0,2,4,29000.0,30000.0,5,1,46000.0,51000.0,4
63,,3,1,1,3,95.0,91.0,87934.0,7000,1,-5,-5,65000.0,4,3,120000.0,108000.0,4,1,140000.0,165000.0,4
64,,3,1,1,6,79.0,88.0,92989.0,13200,4,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
65,,3,2,7,6,72.0,71.0,75171.0,1000,4,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
66,,3,1,5,4,14.0,18.0,22649.0,5000,3,2,1,-1.0,2,-5,-1.0,25000.0,1,1,-1.0,0.0,2
67,,3,1,1,4,99.0,99.0,93246.0,13400,-5,1,1,101653.0,4,-5,-5.0,0.0,4,1,312324.0,343830.0,4
68,,3,2,1,4,99.0,99.0,100000.0,3700,1,1,1,26600.0,4,5,0.0,0.0,5,7,0.0,0.0,5
69,,3,1,5,4,72.0,78.0,86703.0,2000,4,-5,-5,40000.0,4,1,94000.0,120000.0,2,1,146000.0,145000.0,2
70,,3,1,1,4,,,,2000,4,1,2,27000.0,2,-5,45000.0,-5.0,-5,-5,40000.0,40000.0,1
71,,3,1,1,3,99.0,99.0,98077.0,2500,1,2,1,-5.0,1,4,-5.0,-5.0,-5,-5,-1.0,-5.0,-5
72,,3,2,1,3,91.0,84.0,80538.0,9800,1,1,1,15000.0,1,1,37000.0,44000.0,1,1,45000.0,42000.0,1
73,,3,1,5,4,64.0,71.0,81527.0,2500,4,-5,-5,28000.0,1,1,120000.0,279816.0,1,1,110000.0,-5.0,-5
74,,3,2,1,1,88.0,93.0,95536.0,4500,3,1,1,-1.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
75,,3,2,1,5,65.0,68.0,83379.0,1600,1,1,1,40000.0,3,4,30000.0,40000.0,4,1,85000.0,115000.0,4
76,,3,1,1,5,27.0,31.0,42780.0,1400,1,1,1,24000.0,1,4,37590.0,37000.0,5,1,70000.0,70000.0,5
77,57.0,3,2,5,4,60.0,84.0,96835.0,900,4,3,1,43200.0,3,1,68977.0,95000.0,1,1,110000.0,90000.0,1
78,,3,2,5,5,78.0,88.0,85347.0,19500,4,3,1,-3.0,4,6,16323.0,14657.0,6,1,-5.0,-5.0,-5
79,,3,1,7,5,97.0,96.0,96084.0,-3,4,3,1,101653.0,5,5,265933.0,-5.0,-5,-5,-5.0,-5.0,-5
80,,3,1,5,4,60.0,70.0,78759.0,-5,-5,2,2,16000.0,1,1,13000.0,13000.0,1,1,32000.0,23000.0,1
81,,3,1,1,4,21.0,21.0,29497.0,-5,1,1,1,4000.0,1,2,40000.0,40000.0,1,1,-5.0,-5.0,-5
82,,2,1,3,8,1.0,2.0,2168.0,-5,6,1,7,-3.0,6,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
83,,2,1,1,7,4.0,4.0,2366.0,5000,4,6,3,-3.0,5,5,0.0,0.0,3,6,0.0,0.0,4
84,,2,1,5,7,13.0,12.0,21008.0,-3,5,1,7,200.0,4,1,0.0,0.0,3,4,0.0,0.0,4
85,,2,1,3,7,1.0,1.0,2427.0,1000,3,5,6,100.0,-5,3,-2.0,0.0,3,6,0.0,0.0,1
86,,2,2,4,3,1.0,3.0,7198.0,-3,2,2,3,-2.0,3,2,10500.0,14000.0,2,1,-2.0,22000.0,1
87,,2,1,5,7,2.0,3.0,12463.0,-5,6,3,1,2500.0,6,3,-2.0,17000.0,1,1,26009.0,24000.0,1
88,121.0,2,1,3,2,88.0,92.0,80798.0,17280,1,1,1,20000.0,3,3,0.0,24000.0,3,1,30000.0,25000.0,3
89,,2,2,1,5,84.0,80.0,84980.0,12500,1,2,1,39000.0,7,3,48000.0,62000.0,4,1,-5.0,-5.0,-5
90,,3,1,5,5,74.0,89.0,80298.0,16500,4,2,1,63000.0,3,3,105000.0,15000.0,3,1,128000.0,120000.0,3
91,,3,2,5,5,19.0,15.0,22823.0,1563,2,2,1,32000.0,3,-5,40000.0,30000.0,4,1,30000.0,22000.0,4
92,,3,2,1,4,33.0,37.0,44375.0,1623,3,3,1,3500.0,4,3,21000.0,25000.0,2,1,25940.0,36000.0,2
93,,3,1,7,4,15.0,18.0,28438.0,2000,1,2,1,17000.0,3,3,74000.0,80365.0,3,1,85000.0,87000.0,1
94,,3,1,1,4,,,,17000,2,2,1,27000.0,2,2,40000.0,42000.0,2,1,44000.0,44000.0,2
95,93.0,3,2,1,4,27.0,26.0,34573.0,12000,3,5,1,12000.0,5,5,28000.0,30000.0,4,1,46000.0,50000.0,4
96,,3,2,1,1,36.0,32.0,36772.0,5300,2,3,1,23000.0,3,3,38000.0,21500.0,3,1,53500.0,50000.0,2
97,112.0,3,2,1,1,60.0,65.0,59411.0,19182,2,4,2,36000.0,4,4,44000.0,49000.0,4,1,52000.0,0.0,3
98,,3,2,6,1,72.0,71.0,69552.0,10060,2,3,4,-3.0,5,5,0.0,0.0,5,6,0.0,0.0,5
99,,3,2,1,4,,,-5.0,-5,2,3,1,500.0,3,4,8400.0,9000.0,3,1,35000.0,35000.0,3
100,,3,2,3,2,35.0,29.0,40421.0,-5,2,2,1,26000.0,3,3,54000.0,58000.0,3,2,80000.0,80000.0,2
101,,3,1,2,5,74.0,93.0,87368.0,36574,4,4,1,54000.0,4,-5,96000.0,-5.0,-5,-5,112000.0,-5.0,-5
102,97.0,3,2,5,5,40.0,50.0,56649.0,1000,3,2,1,-1.0,3,-5,-1.0,-1.0,3,1,-1.0,-1.0,3
103,,3,1,3,3,65.0,84.0,76421.0,8300,3,1,1,47000.0,3,3,62000.0,68000.0,3,1,71000.0,100000.0,1
104,,3,2,1,3,41.0,50.0,48175.0,14500,-5,-5,-5,40800.0,1,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
105,118.0,3,2,1,3,93.0,85.0,81787.0,17300,2,1,1,26200.0,2,1,32497.0,40000.0,1,1,52000.0,54000.0,1
106,,3,1,1,3,98.0,94.0,87651.0,5000,3,1,1,52000.0,2,2,93000.0,105000.0,3,1,110000.0,125000.0,3
107,112.0,3,1,1,5,67.0,58.0,65347.0,7000,4,2,1,28000.0,2,2,44000.0,43000.0,2,1,51000.0,54000.0,3
108,118.0,3,1,1,5,99.0,93.0,96818.0,8000,4,3,1,20000.0,3,5,70000.0,0.0,5,1,65000.0,60000.0,5
109,102.0,3,2,5,4,46.0,50.0,57445.0,13500,3,3,1,36000.0,1,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
110,,3,1,1,6,75.0,75.0,64697.0,36574,6,4,1,42900.0,4,4,68000.0,115000.0,4,1,94000.0,90000.0,4
111,98.0,3,2,1,6,33.0,42.0,46195.0,-3,6,5,4,-2.0,5,5,37000.0,36000.0,3,1,38000.0,40000.0,2
112,105.0,3,2,3,6,28.0,32.0,39529.0,1470,6,3,1,20000.0,3,-5,-2.0,7000.0,2,2,16000.0,32000.0,2
113,,3,1,5,4,63.0,59.0,64537.0,-2,3,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
114,96.0,3,1,1,4,76.0,73.0,75984.0,11000,-5,6,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
115,107.0,3,2,1,5,59.0,80.0,85492.0,4000,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
116,,3,2,5,5,50.0,55.0,62654.0,6000,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
117,110.0,3,1,2,5,92.0,97.0,98349.0,26000,2,4,1,54000.0,5,5,62000.0,83000.0,5,1,30000.0,50000.0,4
118,,3,2,1,3,31.0,30.0,29212.0,3500,3,2,1,22000.0,3,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
119,,3,1,1,2,27.0,35.0,27671.0,8000,2,1,1,5000.0,1,1,25000.0,12000.0,1,4,0.0,22000.0,1
120,,3,1,1,5,98.0,97.0,97847.0,15000,5,1,1,101653.0,1,1,265933.0,150000.0,1,1,110000.0,3000.0,1
121,,3,2,2,5,81.0,84.0,92618.0,1500,5,4,1,1200.0,4,4,34078.0,41000.0,3,1,48000.0,60000.0,3
122,100.0,3,1,3,4,63.0,56.0,52132.0,20000,1,2,1,45000.0,5,-5,100000.0,0.0,2,1,25000.0,75000.0,2
123,,3,1,1,3,90.0,89.0,92204.0,18400,-5,3,1,31000.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
124,,3,2,1,4,29.0,36.0,40114.0,300,1,3,4,-3.0,4,4,0.0,1100.0,3,1,0.0,250.0,2
125,,3,1,1,4,25.0,33.0,32107.0,7000,1,1,1,37500.0,1,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
126,,3,1,1,4,72.0,71.0,67259.0,20500,3,4,1,46000.0,1,7,65000.0,85000.0,7,1,45000.0,65000.0,5
127,103.0,3,1,3,4,34.0,39.0,36287.0,273,4,-5,-5,120.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
128,127.0,3,2,1,3,89.0,71.0,59846.0,12000,4,4,1,33000.0,-5,4,-5.0,65000.0,3,1,79300.0,-2.0,1
129,,3,1,1,6,73.0,92.0,92817.0,22100,4,1,1,55000.0,1,1,75000.0,80000.0,1,1,115000.0,94000.0,1
130,,3,2,5,1,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
131,,3,2,7,1,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
132,,3,2,5,1,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
133,,3,2,1,4,49.0,44.0,57983.0,2000,1,2,1,32000.0,3,3,52000.0,52000.0,3,1,-5.0,0.0,3
134,,3,1,1,6,46.0,50.0,47098.0,11000,6,2,1,62500.0,4,-5,-5.0,-5.0,-5,-5,80000.0,-5.0,-5
135,,3,1,5,6,32.0,29.0,38315.0,4000,6,2,1,34000.0,3,3,63000.0,-5.0,-5,-5,90000.0,80000.0,3
136,80.0,3,2,7,3,13.0,10.0,5875.0,-3,3,3,1,1000.0,3,2,-2.0,0.0,2,7,0.0,0.0,2
137,,3,2,1,7,89.0,87.0,87283.0,20000,2,3,1,50000.0,4,4,265933.0,279816.0,4,1,312324.0,174030.0,3
138,,3,2,5,7,79.0,80.0,88326.0,4150,6,3,1,7000.0,5,5,8000.0,8000.0,5,1,3500.0,0.0,4
139,,3,1,1,7,69.0,64.0,79832.0,2000,1,1,1,-5.0,-5,2,0.0,120000.0,2,1,50000.0,80000.0,1
140,,3,2,5,4,65.0,74.0,72878.0,13200,2,2,2,42000.0,3,3,63000.0,65000.0,3,1,80000.0,75000.0,3
141,,3,2,5,3,71.0,81.0,85861.0,-3,1,1,1,-3.0,1,1,58000.0,44768.0,1,1,56500.0,65000.0,2
142,,3,1,1,5,,,,18000,-5,1,1,33000.0,-5,2,-5.0,-5.0,-5,-5,60000.0,62000.0,2
143,,3,2,1,5,66.0,63.0,59838.0,3500,3,-5,-5,37000.0,6,-5,53000.0,52000.0,6,1,78000.0,-5.0,-5
144,,3,2,1,5,28.0,29.0,37874.0,3227,3,1,1,-3.0,4,5,0.0,0.0,5,7,14000.0,14625.0,5
145,,3,1,3,6,51.0,52.0,62607.0,2650,5,5,1,10000.0,4,1,17000.0,10000.0,3,4,16000.0,16000.0,3
146,,3,1,1,6,74.0,84.0,86932.0,2500,2,3,8,18900.0,2,3,56700.0,50000.0,1,1,90000.0,93000.0,1
147,,3,2,1,3,32.0,25.0,22466.0,14000,2,4,4,-3.0,4,4,14000.0,12000.0,4,1,12000.0,15600.0,3
148,,3,1,1,5,64.0,65.0,74997.0,13500,5,1,1,36500.0,1,2,26300.0,21800.0,2,1,43000.0,47000.0,2
149,,3,2,1,5,30.0,29.0,39973.0,7000,5,2,1,43500.0,4,4,85000.0,95000.0,4,1,105000.0,114000.0,3
150,,3,1,1,3,42.0,41.0,38129.0,7500,2,2,1,25000.0,2,2,240.0,0.0,2,6,500.0,0.0,2
151,104.0,3,2,1,5,34.0,33.0,28478.0,5000,2,2,1,-1.0,2,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
152,,3,2,1,5,94.0,92.0,93332.0,10700,2,2,1,45400.0,1,2,55000.0,85000.0,2,1,104000.0,114000.0,2
153,,3,2,5,4,,,-5.0,-5,3,4,1,20000.0,4,3,24000.0,21000.0,2,4,0.0,0.0,1
154,,3,2,5,4,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
155,,3,1,1,6,34.0,35.0,47003.0,4989,2,3,1,38000.0,1,1,60000.0,-5.0,-5,-5,54000.0,10000.0,1
156,,3,1,1,3,7.0,6.0,4975.0,-1,1,1,2,18000.0,-5,2,35000.0,14000.0,1,1,0.0,0.0,1
157,,3,2,1,5,47.0,47.0,43873.0,13200,3,4,2,600.0,-5,-5,-5.0,-5.0,-5,-5,120000.0,125000.0,3
158,,3,2,1,5,86.0,85.0,85206.0,16700,3,4,1,12000.0,4,4,35000.0,35100.0,4,1,-5.0,65000.0,2
159,,3,2,1,5,95.0,93.0,89686.0,16500,3,5,1,40000.0,7,7,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
160,,3,2,1,5,85.0,80.0,77440.0,12637,2,2,1,33000.0,3,3,58000.0,65000.0,3,1,67000.0,80000.0,3
161,96.0,3,2,5,5,29.0,31.0,47296.0,2300,4,1,1,27500.0,3,4,45000.0,16000.0,4,1,41000.0,52000.0,4
162,,3,1,1,4,92.0,98.0,98253.0,6000,1,3,1,101653.0,5,6,77000.0,76000.0,6,1,-5.0,-5.0,-5
163,,3,1,1,4,63.0,77.0,86427.0,6988,1,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
164,,3,2,2,3,20.0,21.0,22240.0,-5,3,2,1,25000.0,1,1,-5.0,-5.0,-5,-5,-5.0,47000.0,1
165,102.0,3,2,1,4,50.0,43.0,46506.0,18000,2,3,1,7000.0,4,5,20000.0,50000.0,5,1,42000.0,50000.0,5
166,,3,1,1,5,64.0,57.0,58432.0,6500,2,3,1,35000.0,3,3,68000.0,82000.0,3,1,-5.0,68000.0,2
167,,3,2,1,4,30.0,28.0,33598.0,3000,2,4,1,12000.0,3,3,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
168,,2,1,3,6,16.0,21.0,19981.0,-3,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,0.0,2160.0,2
169,,2,2,5,6,17.0,17.0,18862.0,-3,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,0.0,0.0,2
170,,3,2,1,2,,,-5.0,7000,5,3,1,-3.0,3,3,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
171,,3,1,5,3,85.0,80.0,82207.0,14300,3,3,1,40000.0,6,4,85000.0,98000.0,4,1,105000.0,114000.0,4
172,82.0,3,2,6,1,1.0,1.0,1230.0,-3,4,4,6,-3.0,2,2,0.0,0.0,2,6,0.0,0.0,2
173,,3,1,7,4,60.0,56.0,71044.0,6400,3,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
174,94.0,1,2,3,5,48.0,57.0,47279.0,14033,3,4,1,28000.0,4,4,54000.0,48000.0,3,1,45000.0,65000.0,3
175,,3,2,2,1,,,,2500,4,5,2,-3.0,6,-5,-5.0,-5.0,-5,-5,20000.0,10000.0,2
176,,3,2,1,5,89.0,85.0,82495.0,12000,1,1,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
177,,3,1,1,3,49.0,48.0,51881.0,12000,3,2,1,-5.0,-5,-5,-5.0,-5.0,-5,-5,0.0,-5.0,-5
178,114.0,3,1,1,4,91.0,82.0,77068.0,36574,2,2,2,3000.0,2,2,35000.0,55000.0,2,1,312324.0,65000.0,2
179,98.0,3,2,1,2,43.0,42.0,30455.0,4640,4,4,1,21000.0,4,4,28000.0,29000.0,4,1,30000.0,40000.0,2
180,115.0,3,2,3,3,90.0,84.0,88334.0,-3,5,5,1,38000.0,6,5,78000.0,-5.0,-5,-5,-5.0,-5.0,-5
181,,3,1,1,3,,,-5.0,-5,-5,-5,-5,-5.0,-5,4,75000.0,100000.0,4,1,75000.0,85000.0,4
182,,3,1,5,3,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,0.0,0.0,1
183,,3,2,7,5,48.0,57.0,49623.0,20000,3,4,4,-3.0,5,5,0.0,0.0,5,7,34000.0,-5.0,-5
184,,3,2,1,5,60.0,62.0,59078.0,3536,1,2,1,32000.0,2,3,0.0,6000.0,3,1,35169.0,41000.0,3
185,,3,1,5,5,35.0,48.0,77155.0,8000,1,1,1,15500.0,2,2,19000.0,34000.0,2,1,56000.0,56000.0,2
186,,3,2,1,5,87.0,78.0,81515.0,5000,5,2,1,50000.0,3,3,0.0,65000.0,3,4,92000.0,110000.0,2
187,,3,1,1,5,37.0,42.0,58788.0,3900,5,4,1,38000.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
188,,3,2,1,3,18.0,18.0,11983.0,10000,3,3,3,5300.0,3,3,17000.0,15000.0,1,1,-2.0,12000.0,1
189,,3,1,1,1,55.0,65.0,59286.0,2080,4,1,1,33000.0,1,1,80000.0,88000.0,1,1,130000.0,130000.0,1
190,,3,2,3,4,59.0,73.0,73636.0,-3,1,3,1,-3.0,3,2,76000.0,92000.0,2,1,103000.0,142000.0,2
191,,3,1,5,4,74.0,73.0,89270.0,5000,3,3,7,42700.0,3,4,125000.0,118000.0,4,1,120000.0,150000.0,3
192,,3,2,5,4,65.0,72.0,80480.0,1200,4,2,1,30000.0,4,5,26000.0,26000.0,5,1,-2.0,35000.0,5
193,,3,1,1,4,54.0,65.0,45527.0,36574,2,3,1,57800.0,3,3,101000.0,105000.0,3,1,125000.0,130000.0,3
194,,3,1,5,4,49.0,53.0,68738.0,5000,3,2,1,-5.0,-5,4,-1.0,-5.0,-5,-5,-5.0,-5.0,-5
195,,3,1,2,4,94.0,90.0,87917.0,36574,1,1,1,101653.0,3,4,265933.0,279816.0,5,1,50000.0,150000.0,5
196,,3,1,5,4,93.0,91.0,95117.0,3500,4,4,1,48000.0,4,5,135000.0,-5.0,-5,-5,-5.0,-5.0,-5
197,92.0,3,2,3,5,18.0,15.0,17107.0,4080,6,3,4,-3.0,4,4,19500.0,17000.0,2,1,-5.0,29379.0,2
198,47.0,3,1,5,4,63.0,63.0,64239.0,12000,5,1,1,50000.0,2,2,112000.0,130000.0,3,1,140000.0,343830.0,4
199,101.0,3,1,1,3,25.0,24.0,19225.0,17500,3,-5,-5,-2.0,2,2,45000.0,38000.0,4,1,45000.0,0.0,2
200,,3,2,1,2,25.0,24.0,27551.0,-3,3,4,1,8000.0,3,5,24000.0,35000.0,5,1,40000.0,40000.0,4
201,,3,1,1,4,98.0,95.0,86603.0,16150,2,3,1,101653.0,4,-5,265933.0,16000.0,5,1,20000.0,10000.0,3
202,,3,1,1,1,73.0,75.0,73184.0,20000,-5,1,1,7000.0,1,1,33000.0,55000.0,1,1,9000.0,13000.0,1
203,,1,2,1,2,29.0,18.0,13970.0,18900,-5,4,1,40000.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
204,,1,2,3,2,22.0,22.0,17136.0,-5,-5,1,1,18000.0,2,3,-5.0,-5.0,-5,-5,40000.0,4400.0,1
205,,1,2,4,3,6.0,4.0,5082.0,-3,4,5,4,-3.0,5,4,-2.0,0.0,3,1,0.0,-1.0,2
206,,3,1,3,5,23.0,18.0,26440.0,-5,4,-5,-5,-5.0,-5,6,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
207,,3,1,3,5,15.0,14.0,25802.0,7000,4,3,1,18000.0,4,4,33000.0,32000.0,1,1,36000.0,-5.0,-5
208,,3,2,7,2,22.0,18.0,10352.0,-3,3,3,1,-3.0,4,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
209,,3,1,1,2,69.0,66.0,49080.0,20000,1,1,3,20000.0,1,1,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
210,,3,1,5,5,50.0,53.0,59040.0,4000,5,1,1,35000.0,4,3,44000.0,50000.0,4,1,65000.0,65000.0,4
211,,3,2,5,5,59.0,64.0,74988.0,700,5,4,1,30000.0,3,5,0.0,0.0,6,7,0.0,5000.0,6
212,,3,1,3,6,54.0,64.0,57814.0,36574,2,3,2,52000.0,5,5,65000.0,0.0,5,1,100000.0,50000.0,4
213,,3,1,1,6,99.0,99.0,99460.0,2500,1,1,1,65000.0,1,1,-1.0,50000.0,3,1,-5.0,-5.0,-5
214,,3,1,1,6,52.0,54.0,79883.0,9000,5,5,1,65000.0,1,1,84000.0,94000.0,1,1,157000.0,125000.0,2
215,,3,1,1,3,50.0,56.0,66226.0,15500,2,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
216,,3,2,3,5,,,-5.0,-5,-5,-5,-5,-1.0,-5,-5,-5.0,-5.0,-5,-5,2000.0,-5.0,-5
217,,3,1,5,5,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
218,,3,1,1,2,84.0,93.0,81447.0,36574,2,3,1,101653.0,4,4,265933.0,279816.0,4,1,312324.0,343830.0,3
219,101.0,3,2,1,4,65.0,63.0,60012.0,21200,3,3,1,63750.0,1,2,96313.0,102000.0,2,1,116290.0,124500.0,2
220,120.0,3,2,1,4,89.0,89.0,89381.0,7000,1,1,1,101653.0,1,2,97000.0,105000.0,1,1,110000.0,122000.0,1
221,,2,2,5,11,1.0,2.0,5315.0,-3,11,13,4,-3.0,9,5,0.0,0.0,6,1,0.0,4000.0,3
222,,2,1,7,11,1.0,1.0,787.0,2650,6,13,1,1200.0,2,2,0.0,0.0,1,6,0.0,0.0,3
223,,2,1,1,11,3.0,3.0,9190.0,8500,13,5,1,26000.0,1,11,59000.0,48000.0,6,1,58000.0,70000.0,5
224,,2,2,4,11,14.0,15.0,13326.0,-3,14,5,1,8000.0,4,3,11440.0,11000.0,1,1,11000.0,14040.0,4
225,,1,1,1,4,1.0,2.0,2604.0,5200,3,1,1,16064.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
226,,1,1,5,4,12.0,16.0,25781.0,-3,6,6,4,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
227,,2,2,7,3,7.0,7.0,6599.0,-3,4,4,4,-3.0,3,3,23000.0,0.0,2,7,25000.0,26000.0,4
228,,1,2,7,4,4.0,2.0,2739.0,1000,2,6,4,-3.0,5,5,2100.0,1600.0,5,7,4800.0,0.0,4
229,,3,2,5,3,40.0,38.0,52042.0,5000,1,5,1,-3.0,2,2,0.0,0.0,2,6,22000.0,40000.0,2
230,,3,1,5,4,28.0,29.0,34084.0,-3,3,3,1,21500.0,2,2,50000.0,55000.0,1,1,77000.0,80000.0,1
231,,3,2,1,5,42.0,42.0,36443.0,15200,3,3,4,7000.0,4,4,38400.0,40900.0,4,1,48000.0,57000.0,4
232,,3,1,1,5,51.0,55.0,55780.0,13500,1,3,1,-3.0,1,1,37000.0,45000.0,1,1,40000.0,35000.0,1
233,,3,1,1,5,19.0,19.0,31472.0,400,3,3,1,23000.0,4,4,48000.0,39000.0,4,1,55000.0,65000.0,3
234,,3,1,3,3,31.0,27.0,35461.0,-3,2,2,1,30000.0,2,2,-5.0,140000.0,1,1,75000.0,95000.0,1
235,,3,1,5,6,52.0,62.0,61313.0,5000,2,2,1,45000.0,4,4,84000.0,98000.0,4,1,12000.0,1000.0,2
236,,3,2,5,4,69.0,63.0,71673.0,7750,4,3,1,20000.0,5,5,41000.0,30000.0,5,1,50000.0,46800.0,4
237,,3,2,3,1,74.0,67.0,64751.0,2900,3,2,4,-3.0,2,2,0.0,0.0,5,6,0.0,0.0,1
238,,3,2,7,8,,,-5.0,-5,-5,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
239,,3,2,3,1,7.0,10.0,13294.0,-3,4,3,4,-3.0,5,7,-2.0,9000.0,1,1,18000.0,1480.0,1
240,117.0,3,2,1,8,46.0,46.0,50483.0,10900,2,5,1,20000.0,4,4,55000.0,38000.0,3,1,32000.0,38000.0,2
241,98.0,3,1,1,8,11.0,17.0,22027.0,18000,1,-5,-5,-5.0,-5,-5,-5.0,-5.0,-5,-5,-5.0,-5.0,-5
242,,3,2,1,1,32.0,35.0,30481.0,15500,2,3,1,15000.0,3,3,122.0,75000.0,2,2,98000.0,75000.0,2
243,109.0,3,1,1,1,71.0,74.0,62957.0,15000,3,4,1,40000.0,4,1,66000.0,94600.0,1,1,108000.0,99500.0,2
